,Parameter,General source,Source,Commodity,Value,"Commodity, source"
2751,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 3,Zn,0.0116538934663899,"Zn, this study"
2752,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 4,Zn,0.0594861050337514,"Zn, this study"
2753,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 5,Zn,0.0244264076818541,"Zn, this study"
2754,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 6,Zn,0.0866091326290479,"Zn, this study"
2755,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 7,Zn,0.051346694993264,"Zn, this study"
2756,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 8,Zn,0.0168103029123357,"Zn, this study"
2757,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 9,Zn,0.0562428310508442,"Zn, this study"
2758,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 10,Zn,0.0514964095317036,"Zn, this study"
2759,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 11,Zn,0.0862959252667834,"Zn, this study"
2760,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 12,Zn,0.1023740493638883,"Zn, this study"
2761,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 13,Zn,0.784505594822418,"Zn, this study"
2762,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 14,Zn,0.029540299060063,"Zn, this study"
2763,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 15,Zn,0.6644481804579531,"Zn, this study"
2764,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 16,Zn,0.0867314684527819,"Zn, this study"
2765,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 17,Zn,0.0619866258827881,"Zn, this study"
2766,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 18,Zn,0.0617976491574363,"Zn, this study"
2767,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 19,Zn,0.1165711052513609,"Zn, this study"
2768,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 20,Zn,0.7506465928917327,"Zn, this study"
2769,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 21,Zn,0.0464325743103906,"Zn, this study"
2770,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 22,Zn,0.0604370594414867,"Zn, this study"
2771,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 23,Zn,0.0432605059157983,"Zn, this study"
2772,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 24,Zn,0.9762224067779914,"Zn, this study"
2773,"Scrap spread elasticity
to price ( )",This study,This study 0,Zn,0.0539243484918064,"Zn, this study"
2774,"Scrap spread elasticity
to price ( )",This study,This study 1,Zn,0.8039607533051619,"Zn, this study"
2775,"Scrap spread elasticity
to price ( )",This study,This study 2,Zn,0.3142355982356359,"Zn, this study"
2776,"Scrap spread elasticity
to price ( )",This study,This study 3,Zn,0.6538571423561143,"Zn, this study"
2777,"Scrap spread elasticity
to price ( )",This study,This study 4,Zn,0.976000146718414,"Zn, this study"
2778,"Scrap spread elasticity
to price ( )",This study,This study 5,Zn,0.3279566326193835,"Zn, this study"
2779,"Scrap spread elasticity
to price ( )",This study,This study 6,Zn,0.6230950886187131,"Zn, this study"
2780,"Scrap spread elasticity
to price ( )",This study,This study 7,Zn,0.4422619958609977,"Zn, this study"
2781,"Scrap spread elasticity
to price ( )",This study,This study 8,Zn,0.7023884127375376,"Zn, this study"
2782,"Scrap spread elasticity
to price ( )",This study,This study 9,Zn,0.541168310362851,"Zn, this study"
2783,"Scrap spread elasticity
to price ( )",This study,This study 10,Zn,0.0998596946948201,"Zn, this study"
2784,"Scrap spread elasticity
to price ( )",This study,This study 11,Zn,0.4173620428437093,"Zn, this study"
2785,"Scrap spread elasticity
to price ( )",This study,This study 12,Zn,0.3703691480566859,"Zn, this study"
2786,"Scrap spread elasticity
to price ( )",This study,This study 13,Zn,0.733461621998336,"Zn, this study"
2787,"Scrap spread elasticity
to price ( )",This study,This study 14,Zn,0.5904049393378636,"Zn, this study"
2788,"Scrap spread elasticity
to price ( )",This study,This study 15,Zn,0.5530796916396985,"Zn, this study"
2789,"Scrap spread elasticity
to price ( )",This study,This study 16,Zn,0.9862225795712902,"Zn, this study"
2790,"Scrap spread elasticity
to price ( )",This study,This study 17,Zn,0.2434743557341298,"Zn, this study"
2791,"Scrap spread elasticity
to price ( )",This study,This study 18,Zn,0.1106166311911145,"Zn, this study"
2792,"Scrap spread elasticity
to price ( )",This study,This study 19,Zn,0.3184470445583915,"Zn, this study"
2793,"Scrap spread elasticity
to price ( )",This study,This study 20,Zn,0.7698101083330108,"Zn, this study"
2794,"Scrap spread elasticity
to price ( )",This study,This study 21,Zn,0.8016293710952014,"Zn, this study"
2795,"Scrap spread elasticity
to price ( )",This study,This study 22,Zn,0.2363648109438324,"Zn, this study"
2796,"Scrap spread elasticity
to price ( )",This study,This study 23,Zn,0.4733237904859537,"Zn, this study"
2797,"Scrap spread elasticity
to price ( )",This study,This study 24,Zn,0.921392267246312,"Zn, this study"
2798,"Collection elasticity to
scrap price ( )",Literature,Gupta (1982),Zn,0.65,"Zn, literature"
2799,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), a - from demand",Zn,-0.11499999999999999,"Zn, literature"
2800,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), b - from demand",Zn,-0.16100000000000003,"Zn, literature"
2801,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), c - from demand",Zn,-0.08799999999999997,"Zn, literature"
2802,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), d - from demand",Zn,-0.06399999999999995,"Zn, literature"
2803,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), e - from demand",Zn,-0.10299999999999998,"Zn, literature"
2804,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), f - from demand",Zn,-0.11399999999999999,"Zn, literature"
2805,"Intensity elasticity to
GDP (***)",Literature,"Pei and Tilton (1999), a - from demand",Zn,0.79,"Zn, literature"
2806,"Intensity elasticity to
GDP (***)",Literature,"Pei and Tilton (1999), b - from demand",Zn,-1.995,"Zn, literature"
2807,"Intensity elasticity to
GDP (***)",Literature,Tcha and Takashina (2002) - from demand,Zn,-0.05500000000000005,"Zn, literature"
2808,"Intensity elasticity to
GDP (***)",Literature,Evans and Lewis (2005) - from demand,Zn,-0.32210000000000005,"Zn, literature"
2809,"Intensity elasticity to
GDP (***)",Literature,Stuermer (2017) - from demand,Zn,-0.07699999999999996,"Zn, literature"
2810,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), a - from demand",Zn,-0.06399999999999995,"Zn, literature"
2811,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), a - from demand",Zn,-0.11499999999999999,"Zn, literature"
2812,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), b - from demand",Zn,-0.08799999999999997,"Zn, literature"
2813,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), b - from demand",Zn,-0.16100000000000003,"Zn, literature"
2814,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), c - from demand",Zn,-0.11399999999999999,"Zn, literature"
2815,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), d - from demand",Zn,-0.10299999999999998,"Zn, literature"
2816,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), e - from demand",Zn,-0.485,"Zn, literature"
2817,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), f - from demand",Zn,-0.31599999999999995,"Zn, literature"
2818,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), g - from demand",Zn,-0.627,"Zn, literature"
2819,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), h - from demand",Zn,-0.6619999999999999,"Zn, literature"
2820,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), i - from demand",Zn,-0.802,"Zn, literature"
2821,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), j - from demand",Zn,-0.905,"Zn, literature"
2822,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), k - from demand",Zn,-0.21399999999999997,"Zn, literature"
2823,"Intensity elasticity to
GDP (***)",Literature,"Fernandez (2018), l - from demand",Zn,-0.5880000000000001,"Zn, literature"
2824,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,0.3549800000000001,"Zn, literature"
2825,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.09397599999999995,"Zn, literature"
2826,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.20461300000000004,"Zn, literature"
2827,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,0.04590000000000005,"Zn, literature"
2828,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.06171800000000005,"Zn, literature"
2829,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.30077299999999996,"Zn, literature"
2830,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.38681,"Zn, literature"
2831,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.16057600000000005,"Zn, literature"
2832,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.358324,"Zn, literature"
2833,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.28564999999999996,"Zn, literature"
2834,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,0.5265200000000001,"Zn, literature"
2835,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.404141,"Zn, literature"
2836,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,1.97622,"Zn, literature"
2837,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.23596899999999998,"Zn, literature"
2838,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.522026,"Zn, literature"
2839,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.5935090000000001,"Zn, literature"
2840,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.213078,"Zn, literature"
2841,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.47673,"Zn, literature"
2842,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.6413070000000001,"Zn, literature"
2843,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.0010639999999999539,"Zn, literature"
2844,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.389471,"Zn, literature"
2845,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.43970699999999996,"Zn, literature"
2846,"Intensity elasticity to
GDP (***)",Literature,Gupta (1979) - from demand,Zn,-0.862722,"Zn, literature"
2847,"Intensity elasticity to
GDP (***)",Literature,Gupta (1982) - from demand,Zn,-0.33444799999999997,"Zn, literature"
2848,"Intensity elasticity to
GDP (***)",Literature,Gupta (1982) - from demand,Zn,0.20933000000000002,"Zn, literature"
2849,"Intensity elasticity to
GDP (***)",Literature,Gupta (1982) - from demand,Zn,0.3078399999999999,"Zn, literature"
2850,"Intensity elasticity to
GDP (***)",Literature,Gupta (1982) - from demand,Zn,-0.580168,"Zn, literature"
2851,"Intensity elasticity to
GDP (***)",Literature,Gupta (1982) - from demand,Zn,-0.16942500000000005,"Zn, literature"
2852,"Intensity elasticity to
GDP (***)",Literature,Gupta (1982) - from demand,Zn,-0.18752899999999995,"Zn, literature"
2853,"Intensity elasticity to
GDP (***)",Literature,Gupta (1982) - from demand,Zn,-0.455164,"Zn, literature"
2854,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,1.133,"Zn, literature"
2855,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,-0.276,"Zn, literature"
2856,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,1.041,"Zn, literature"
2857,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,-0.42700000000000005,"Zn, literature"
2858,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,-0.347,"Zn, literature"
2859,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,-0.515,"Zn, literature"
2860,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,0.6319999999999999,"Zn, literature"
2861,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,0.913,"Zn, literature"
2862,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,0.41900000000000004,"Zn, literature"
2863,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,-0.821,"Zn, literature"
2864,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,-0.42700000000000005,"Zn, literature"
2865,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,1.165,"Zn, literature"
2866,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Zn,1.509,"Zn, literature"
2867,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Zn,0.1160000000000001,"Zn, literature"
2868,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Zn,-0.5329999999999999,"Zn, literature"
2869,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Zn,-0.20799999999999996,"Zn, literature"
2870,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Zn,0.30200000000000005,"Zn, literature"
2871,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Zn,0.32899999999999996,"Zn, literature"
2872,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Zn,0.121,"Zn, literature"
2873,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Zn,-0.515,"Zn, literature"
2874,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Zn,-0.538,"Zn, literature"
2875,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Zn,0.3380000000000001,"Zn, literature"
2876,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Zn,0.7649999999999999,"Zn, literature"
2877,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Zn,0.15100000000000002,"Zn, literature"
2878,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Zn,1.455,"Zn, literature"
2879,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Zn,-0.29500000000000004,"Zn, literature"
2880,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Zn,0.07899999999999996,"Zn, literature"
2881,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Zn,0.5009999999999999,"Zn, literature"
2882,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Zn,1.46,"Zn, literature"
2883,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Zn,-0.748,"Zn, literature"
2884,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Zn,-0.474,"Zn, literature"
2885,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Zn,-0.11199999999999999,"Zn, literature"
2886,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Zn,-0.8,"Zn, literature"
2887,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Zn,-0.241,"Zn, literature"
2888,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Zn,-0.359,"Zn, literature"
2889,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Zn,-0.05800000000000005,"Zn, literature"
2890,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Zn,-0.05500000000000005,"Zn, literature"
2891,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Zn,-0.748,"Zn, literature"
2892,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Zn,-0.488,"Zn, literature"
2893,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Zn,-0.16900000000000004,"Zn, literature"
2894,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Zn,-0.815,"Zn, literature"
2895,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Zn,-0.237,"Zn, literature"
2896,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Zn,-0.372,"Zn, literature"
2897,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Zn,0.014000000000000012,"Zn, literature"
